"","bigram","n"
"1441","say life",14
"1442","say like",14
"1443","say need",14
"1444","say roll",14
"1445","sing hear",14
"1446","sisters sisters",14
"1447","sleep arm",14
"1448","song singin",14
"1449","soul black",14
"1450","soul feel",14
"1451","sound like",14
"1452","ssssaturday night",14
"1453","star eye",14
"1454","start lovin",14
"1455","straight straight",14
"1456","summer breeze",14
"1457","superman superman",14
"1458","sweet city",14
"1459","sweet like",14
"1460","sweet song",14
"1461","take place",14
"1462","take right",14
"1463","things want",14
"1464","think things",14
"1465","thinkin bout",14
"1466","till time",14
"1467","time blow",14
"1468","time kiss",14
"1469","time remember",14
"1470","time say",14
"1471","today today",14
"1472","true ways",14
"1473","truth truth",14
"1474","try hide",14
"1475","wait time",14
"1476","want cause",14
"1477","want like",14
"1478","warm tender",14
"1479","watch grow",14
"1480","white white",14
"1481","wolly doodle",14
"1482","woman like",14
"1483","woman master",14
"1484","work night",14
"1485","world gonna",14
"1486","world round",14
"1487","wrong know",14
"1488","yeah cause",14
"1489","yeah good",14
"1490","yeah life",14
"1491","yesterday wine",14
"1492","york city",14
"1493","zimbabwe zimbabwe",14
"1494","alive yeah",13
"1495","alright hold",13
"1496","answer question",13
"1497","away dream",13
"1498","away hide",13
"1499","away sittin",13
"1500","away steal",13
"1501","away wish",13
"1502","baby break",13
"1503","baby girl",13
"1504","baby hold",13
"1505","band strike",13
"1506","beach party",13
"1507","berlin wall",13
"1508","bird sing",13
"1509","black black",13
"1510","blood streets",13
"1511","burn soul",13
"1512","call home",13
"1513","change know",13
"1514","check mind",13
"1515","choo choo",13
"1516","club slut",13
"1517","come chicago",13
"1518","come hear",13
"1519","come night",13
"1520","come weekend",13
"1521","conversation conversation",13
"1522","coulda woulda",13
"1523","cry loud",13
"1524","dark night",13
"1525","dear lord",13
"1526","door knock",13
"1527","door leave",13
"1528","door open",13
"1529","dream go",13
"1530","dream live",13
"1531","dream lover",13
"1532","drum drum",13
"1533","evil like",13
"1534","evil make",13
"1535","eye look",13
"1536","fall easy",13
"1537","feel free",13
"1538","feel music",13
"1539","feel need",13
"1540","fever know",13
"1541","friend want",13
"1542","ghost riders",13
"1543","gimme gimme",13
"1544","go fast",13
"1545","go play",13
"1546","gonna bring",13
"1547","gonna want",13
"1548","good word",13
"1549","goodbye heart",13
"1550","gotta leave",13
"1551","great white",13
"1552","groove feel",13
"1553","handle handle",13
"1554","hard life",13
"1555","hear baby",13
"1556","hear blue",13
"1557","hear callin",13
"1558","hear know",13
"1559","hear say",13
"1560","hear talk",13
"1561","hearin heart",13
"1562","heart cause",13
"1563","heart take",13
"1564","heart talkin",13
"1565","heart tell",13
"1566","hello goodbye",13
"1567","hide heart",13
"1568","hold near",13
"1569","hold sweet",13
"1570","home comin",13
"1571","home take",13
"1572","home yeah",13
"1573","insane know",13
"1574","kalimba kalimba",13
"1575","keep turnin",13
"1576","kiss goodbye",13
"1577","know goin",13
"1578","know hurt",13
"1579","know soul",13
"1580","know word",13
"1581","lalala lalala",13
"1582","lazy dynamite",13
"1583","leave sorrow",13
"1584","life baby",13
"1585","life hard",13
"1586","life look",13
"1587","life make",13
"1588","life step",13
"1589","life tell",13
"1590","like child",13
"1591","like good",13
"1592","like heart",13
"1593","like live",13
"1594","listen hear",13
"1595","little longer",13
"1596","live anymore",13
"1597","live fantasy",13
"1598","live gonna",13
"1599","live hell",13
"1600","live sing",13
"1601","lonely look",13
"1602","lonely teardrops",13
"1603","long need",13
"1604","long wanna",13
"1605","look life",13
"1606","mama love",13
"1607","mama mama",13
"1608","mama tell",13
"1609","maybe tonight",13
"1610","mind girl",13
"1611","misery misery",13
"1612","money world",13
"1613","mongoloid mongoloid",13
"1614","mushroom head",13
"1615","music feel",13
"1616","music scene",13
"1617","need friend",13
"1618","need stand",13
"1619","nights broadway",13
"1620","nights cry",13
"1621","occupants interplanetary",13
"1622","outside world",13
"1623","papa love",13
"1624","people come",13
"1625","people hear",13
"1626","people place",13
"1627","people think",13
"1628","pity fool",13
"1629","place heart",13
"1630","place life",13
"1631","place live",13
"1632","play like",13
"1633","play want",13
"1634","pocky away",13
"1635","praise thank",13
"1636","pretty face",13
"1637","private beach",13
"1638","reach touch",13
"1639","real know",13
"1640","remember night",13
"1641","road know",13
"1642","roll night",13
"1643","roll sweet",13
"1644","runnin away",13
"1645","shine light",13
"1646","ship fool",13
"1647","shoot flame",13
"1648","shoot sheriff",13
"1649","sick tire",13
"1650","sing listen",13
"1651","slide zone",13
"1652","smoke signal",13
"1653","song hear",13
"1654","soon soon",13
"1655","stand tall",13
"1656","start like",13
"1657","stay little",13
"1658","steam roller",13
"1659","straight heart",13
"1660","streets walk",13
"1661","sunset sunset",13
"1662","superstitious black",13
"1663","sure feel",13
"1664","surely come",13
"1665","sweet lovin",13
"1666","sweet surrender",13
"1667","talk talk",13
"1668","tear lonely",13
"1669","tell leave",13
"1670","tell truth",13
"1671","things better",13
"1672","things tell",13
"1673","things think",13
"1674","think hear",13
"1675","time free",13
"1676","time hand",13
"1677","time mean",13
"1678","time woman",13
"1679","tomorrow century",13
"1680","treat right",13
"1681","tune straight",13
"1682","turn need",13
"1683","understand understand",13
"1684","wanna feel",13
"1685","wanna tell",13
"1686","want start",13
"1687","want tonight",13
"1688","whistle blow",13
"1689","window pane",13
"1690","wonder think",13
"1691","wonder world",13
"1692","word speak",13
"1693","world watch",13
"1694","woulda shoulda",13
"1695","wrong go",13
"1696","yeah tell",13
"1697","alright feel",12
"1698","animal number",12
"1699","animals begin",12
"1700","anymore live",12
"1701","appear long",12
"1702","applejack applejack",12
"1703","away tell",12
"1704","away world",12
"1705","baby cause",12
"1706","baby right",12
"1707","baby supply",12
"1708","baby tell",12
"1709","baby tonight",12
"1710","baby wanna",12
"1711","ball roll",12
"1712","bamba sevens",12
"1713","batter sentence",12
"1714","believe feel",12
"1715","believe go",12
"1716","believe heart",12
"1717","believe trust",12
"1718","believe wanna",12
"1719","better believe",12
"1720","black moan",12
"1721","black soul",12
"1722","blame youth",12
"1723","bless peacefulness",12
"1724","bout ghetto",12
"1725","boys home",12
"1726","brand start",12
"1727","breathe need",12
"1728","bright shin",12
"1729","carefree highway",12
"1730","carry away",12
"1731","cause look",12
"1732","cause night",12
"1733","chant babylon",12
"1734","chase rainbows",12
"1735","cold wind",12
"1736","colour murder",12
"1737","come bring",12
"1738","come close",12
"1739","come free",12
"1740","come inside",12
"1741","come mind",12
"1742","come tomorrow",12
"1743","cry know",12
"1744","cry look",12
"1745","daredevil shedevil",12
"1746","dead better",12
"1747","dead ohio",12
"1748","death story",12
"1749","deep soul",12
"1750","devil loose",12
"1751","die live",12
"1752","dodo dodo",12
"1753","doin right",12
"1754","doop dooby",12
"1755","dream hold",12
"1756","dream life",12
"1757","escape escape",12
"1758","everybody nowadays",12
"1759","everyday everyday",12
"1760","evil ways",12
"1761","face hide",12
"1762","fall night",12
"1763","fall rain",12
"1764","fall spell",12
"1765","feel alive",12
"1766","feel touch",12
"1767","fight conviction",12
"1768","fool youth",12
"1769","foreverness guess",12
"1770","forgive forgive",12
"1771","fragile fragile",12
"1772","free know",12
"1773","friend fear",12
"1774","fuss fight",12
"1775","game life",12
"1776","gate devil",12
"1777","get closer",12
"1778","ghetto talkin",12
"1779","girl like",12
"1780","give name",12
"1781","givin away",12
"1782","go dream",12
"1783","go forever",12
"1784","go life",12
"1785","go place",12
"1786","go round",12
"1787","gonna baby",12
"1788","good care",12
"1789","good life",12
"1790","gotta live",12
"1791","guess bless",12
"1792","hand heart",12
"1793","happiness togetherness",12
"1794","hear bell",12
"1795","hear news",12
"1796","hear play",12
"1797","heart free",12
"1798","heart say",12
"1799","heart think",12
"1800","heavens door",12
"1801","hide lie",12
"1802","hill shiloh",12
"1803","hold dream",12
"1804","home alabama",12
"1805","home long",12
"1806","home sing",12
"1807","home swing",12
"1808","home today",12
"1809","jungle jungle",12
"1810","keep right",12
"1811","kitchen party",12
"1812","knock heavens",12
"1813","knockin door",12
"1814","know cry",12
"1815","know easy",12
"1816","know learn",12
"1817","know lie",12
"1818","know stand",12
"1819","know today",12
"1820","know turn",12
"1821","kong song",12
"1822","learn lesson",12
"1823","leave dead",12
"1824","leave go",12
"1825","leave guess",12
"1826","leave hear",12
"1827","leave lonely",12
"1828","leave place",12
"1829","life beautiful",12
"1830","life better",12
"1831","life heart",12
"1832","life tire",12
"1833","like little",12
"1834","like make",12
"1835","like need",12
"1836","like tell",12
"1837","like want",12
"1838","like wind",12
"1839","liley liley",12
"1840","lips kiss",12
"1841","live bamba",12
"1842","live ecstasy",12
"1843","live need",12
"1844","live shape",12
"1845","live sufficiently",12
"1846","lonesome loser",12
"1847","long believe",12
"1848","long like",12
"1849","long summer",12
"1850","long tell",12
"1851","look come",12
"1852","look right",12
"1853","lose heart",12
"1854","lose think",12
"1855","love life",12
"1856","lovingness foreverness",12
"1857","make world",12
"1858","master heartache",12
"1859","memories linger",12
"1860","midday sleep",12
"1861","mind live",12
"1862","mind think",12
"1863","mind want",12
"1864","miss go",12
"1865","miss jamaica",12
"1866","momma daddy",12
"1867","morning even",12
"1868","morning go",12
"1869","name animals",12
"1870","need bank",12
"1871","need come",12
"1872","need flesh",12
"1873","need turn",12
"1874","nice nice",12
"1875","night come",12
"1876","night feel",12
"1877","night life",12
"1878","night say",12
"1879","night walk",12
"1880","nothin nothin",12
"1881","oldfashioned song",12
"1882","people talk",12
"1883","people talkin",12
"1884","people tell",12
"1885","place rest",12
"1886","plane leave",12
"1887","plant seed",12
"1888","play cause",12
"1889","play know",12
"1890","play travelin",12
"1891","pressure pressure",12
"1892","printer sdevil",12
"1893","pull void",12
"1894","purple colour",12
"1895","radio hear",12
"1896","radio whoaohohoh",12
"1897","repeat fade",12
"1898","rest place",12
"1899","right turn",12
"1900","right want",12
"1901","right woman",12
"1902","rotten peach",12
"1903","runnin runnin",12
"1904","saigon saigon",12
"1905","sdevil evil",12
"1906","search heart",12
"1907","searchin mind",12
"1908","searchin searchin",12
"1909","sevens clash",12
"1910","shaky shaky",12
"1911","share life",12
"1912","shedevil printer",12
"1913","simple things",12
"1914","sing come",12
"1915","sing know",12
"1916","sing life",12
"1917","singin song",12
"1918","sister midnight",12
"1919","slowly go",12
"1920","somebody go",12
"1921","somebody like",12
"1922","someday know",12
"1923","song know",12
"1924","soon yippytyotyay",12
"1925","sorrow pain",12
"1926","sound break",12
"1927","sound good",12
"1928","stand door",12
"1929","stand exciter",12
"1930","stay clean",12
"1931","stay forever",12
"1932","stay home",12
"1933","steal heart",12
"1934","stealin buyin",12
"1935","stick stick",12
"1936","stone roll",12
"1937","strange life",12
"1938","street live",12
"1939","struttin stuff",12
"1940","sugar cane",12
"1941","sure sure",12
"1942","sweet bittersweet",12
"1943","take give",12
"1944","tear come",12
"1945","tell live",12
"1946","tell things",12
"1947","tell wrong",12
"1948","thing life",12
"1949","things go",12
"1950","things gonna",12
"1951","things like",12
"1952","things make",12
"1953","think fall",12
"1954","think lose",12
"1955","till morning",12
"1956","time learn",12
"1957","time loser",12
"1958","time stand",12
"1959","time touch",12
"1960","time try",12
"1961","today come",12
"1962","today feel",12
"1963","togetherness lovingness",12
"1964","tomorrow time",12
"1965","tonk blue",12
"1966","touch woman",12
"1967","travelin band",12
